OBJECTID,point_id,longitude,latitude,fclass,name,depression_score,aesthetic_score,safety_score,vitality_score,start_count,end_count,road_length,ghs_population,log_start,log_end,start_end_count,log_total_count,poi_catering_density,poi_health_density,poi_leisure_density,poi_public_facility_density,poi_shopping_density,poi_tourism_density,poi_transit_density,boringness_score,wealth_score,poi_transit_dist,poi_transit_dist_500,poi_catering_dist,poi_shopping_dist,poi_health_dist,poi_leisure_dist,poi_public_facility_dist,poi_tourism_dist
9677,11660,13.23607399,55.69615646,service,,0.416846165,0.471795762,0.60902416,0.414215079,13,0,273.2330066,38.25611877,2.63905733,0,13,2.63905733,0,0,0,0,0,1,0,0.255014301,0.471922038,60.31038881,60.31038881,394.4417773,89.75888938,383.1893226,716.0401684,304.2807438,46.06165888
9678,11661,13.22277836,55.69324163,service,,0.250665814,0.315386001,0.186002589,0.237848142,4,0,359.0352024,29.35485268,1.609437912,0,4,1.609437912,0,0,0,0,0,0,0,0.330575847,0.28961957,112.0938684,112.0938684,240.0704878,242.3106911,876.8662059,255.618506,216.6355729,145.0504511
9679,11662,13.22353773,55.69400527,service,,0.252140095,0.258115483,0.124712369,0.1463083,2,0,378.5086985,34.38512421,1.098612289,0,2,1.098612289,0,0,0,0,0,0,0,0.297638511,0.151382301,184.908099,184.908099,317.9951903,274.3834085,854.4121332,270.093659,297.7702311,81.89580752
9680,11663,13.22282808,55.69420928,service,,0.252873366,0.258742337,0.124598672,0.146184976,1,0,288.2572984,34.38512421,0.693147181,0,1,0.693147181,0,0,0,0,0,0,0,0.29703752,0.15131087,163.4370602,163.4370602,293.2522863,230.8168452,805.6102336,317.2543622,275.8427062,130.8580952
9681,11664,13.22209855,55.69438816,service,,0.277182267,0.286837826,0.175651416,0.189410741,1,0,307.1564294,34.48173141,0.693147181,0,1,0.693147181,0,0,0,0,0,0,0,0.199487951,0.198527825,152.6474364,152.6474364,272.5766174,188.6149603,757.8762996,364.2281065,258.7994627,180.6619423
9682,11665,13.22184719,55.69393,service,,0.147551564,0.209283238,0.16599564,0.245630615,1,1,170.5355425,20.13905525,0.693147181,0.693147181,2,1.098612289,0,0,0,0,0,0,0,0.231054209,0.343854545,100.4173468,100.4173468,225.7930598,168.3453355,781.2148389,345.1701949,209.8514849,180.8735541
9683,11666,13.22257675,55.69375118,service,,0.183540175,0.212254356,0.214067073,0.240868623,2,0,322.2795686,34.38512421,1.098612289,0,2,1.098612289,0,0,0,0,0,0,0,0.239371945,0.319450886,118.6446756,118.6446756,251.5258184,215.9230555,827.9520376,296.1637645,231.8047835,141.086206
9684,11667,13.22290086,55.69394679,service,,0.222081824,0.28407089,0.223671615,0.286921732,0,0,420.8751969,34.38512421,0,0,0,0,0,0,0,0,0,0,0,0.342112975,0.32423394,147.8020691,147.8020691,280.2661098,234.4544385,828.2052062,293.8768476,261.0378508,120.6536041
9685,11668,13.21460949,55.69026273,tertiary,Kalkstensvägen,0.295217702,0.308705064,0.454164933,0.206578918,11,19,298.1855931,18.79330635,2.48490665,2.995732274,30,3.433987204,0,0,0,0,0,1,0,0.276698723,0.367387408,188.9440007,188.9440007,92.75828826,85.62437602,964.7437709,591.5898698,402.4844509,32.4917529
9686,11669,13.21384667,55.69038966,tertiary,Kalkstensvägen,0.364220925,0.406860785,0.387561681,0.239208639,7,49,298.7107022,50.33640671,2.079441542,3.912023005,56,4.043051268,0,0,0,0,0,0,0,0.220405422,0.333126136,147.1990479,147.1990479,79.63306307,89.58454766,946.9343887,541.6105844,432.4927202,80.7675541
9687,11670,13.21308609,55.69052076,tertiary,Kalkstensvägen,0.40475641,0.497525515,0.501939084,0.240645573,14,48,341.7075204,50.33640671,2.708050201,3.891820298,62,4.143134726,1,0,0,0,1,0,0,0.240480234,0.430213653,97.20070901,97.20070901,40.06780363,43.72122303,931.0070779,491.6236562,465.5964638,130.2975656
9688,11671,13.21232555,55.69065195,tertiary,Kalkstensvägen,0.222469918,0.163573482,0.308243711,0.135197018,16,9,379.4355772,14.04611588,2.833213344,2.302585093,25,3.258096538,1,0,0,0,1,0,1,0.180463701,0.204313662,47.20246945,47.20246945,24.51535436,28.24792376,917.5203892,441.6387831,501.5004671,180.0861093
9689,11672,13.2115635,55.69078035,tertiary,Kalkstensvägen,0.183818554,0.180990836,0.196553842,0.140766318,14,11,346.5224593,14.04611588,2.708050201,2.48490665,25,3.258096538,0,0,0,0,0,0,2,0.154909772,0.316561671,2.797429513,2.797429513,67.70412881,68.32462753,906.9122622,391.6666279,539.8547843,229.985964
9690,11673,13.21080145,55.69090875,tertiary,Kalkstensvägen,0.226564735,0.388477009,0.343480628,0.124440305,7,13,339.8108612,8.856331825,2.079441542,2.63905733,20,3.044522438,0,0,0,0,0,0,1,0.208080686,0.211576672,24.47955213,24.47955213,116.4759408,116.355147,898.963292,341.7027871,579.9853634,279.9212689
9691,11674,13.21004045,55.69103901,tertiary,Kalkstensvägen,0.231257483,0.339143084,0.352191083,0.1865375,12,33,423.6878271,8.856331825,2.564949357,3.526360525,45,3.828641396,0,0,0,0,0,0,0,0.22946191,0.309250068,74.47529725,74.47529725,166.0015717,165.5842195,893.5280544,291.7452208,541.3741743,329.8633816
9692,11675,13.20932084,55.69122584,tertiary,Kalkstensvägen,0.277868254,0.328000681,0.35153955,0.170016218,11,58,523.0423794,1.361475706,2.48490665,4.077537444,69,4.248495242,0,0,0,0,0,0,0,0.162281442,0.400267286,123.9868337,123.9868337,215.7876791,215.3774588,884.1076369,242.2163225,499.0659432,378.9641129
9693,11676,13.24271877,55.72929446,cycleway,,0.338826226,0.455540506,0.500032031,0.12399786,0,0,429.2961452,0,0,0,0,0,0,0,0,0,0,0,0,0.276845926,0.252066021,105.586893,105.586893,751.2337255,1216.954246,1116.019581,99.27915598,1128.299633,349.5255234
9694,11677,13.24331288,55.72959341,cycleway,,0.218843442,0.265112146,0.242331226,0.21804316,0,0,428.1345063,0,0,0,0,0,0,0,0,0,0,0,0,0.384475213,0.297230959,56.16276594,56.16276594,792.9731376,1263.951623,1163.652295,57.38777905,1173.617963,372.9724161
9695,11678,13.24390686,55.72989246,cycleway,,0.229810735,0.274941009,0.204987387,0.255314883,0,0,387.5752583,0,0,0,0,0,0,0,1,0,0,0,2,0.342055013,0.306867372,12.62178534,12.62178534,835.6279776,1311.176684,1211.480819,41.58074337,1219.308917,386.781687
9696,11679,13.24450263,55.73019032,cycleway,,0.320593152,0.502732073,0.434899507,0.294761173,0,0,289.866833,0.008546948,0,0,0,0,0,0,0,0,0,0,2,0.314247273,0.50100708,30.66216013,30.66216013,878.9697929,1358.542171,1259.426109,71.95844383,1265.255166,396.6233233
9697,11680,13.24555031,55.73036492,cycleway,,0.269839602,0.307839356,0.2321833,0.179958854,0,0,354.8010646,0.008546948,0,0,0,0,0,0,0,0,0,0,0,0.286737453,0.437706884,99.2576683,99.2576683,920.8257134,1409.175119,1311.812511,140.1265053,1312.283805,390.3961728
9698,11681,13.21676637,55.71428781,tertiary,Scheelevägen,0.247375732,0.201138216,0.143541754,0.251320258,18,4,658.1978815,13.41183186,2.944438979,1.609437912,22,3.135494216,0,0,0,0,0,0,0,0.305077801,0.428145353,118.4490954,118.4490954,66.82765727,108.4432039,342.8094715,484.3467729,124.8235168,140.7401097
9699,11682,13.21694286,55.71455962,tertiary,Scheelevägen,0.355816312,0.479122912,0.354621999,0.23648068,25,11,666.7710234,13.41183186,3.258096538,2.48490665,36,3.610917913,1,0,0,0,0,0,0,0.215875361,0.313876253,86.77776048,86.77776048,46.16071577,111.2809546,365.8483174,514.7726984,139.6231119,137.4360557
9700,11683,13.23266813,55.69290497,residential,Stora Råby ängaväg,0.397519391,0.657117523,0.305128269,0.119042998,0,0,166.4623375,7.494856358,0,0,0,0,0,0,0,0,0,0,0,0.254186649,0.365426145,269.5335415,269.5335415,597.5186775,165.4206734,620.5678647,402.1847808,147.9115081,115.9999829
9701,11684,13.23191346,55.69304668,residential,Stora Råby ängaväg,0.505398603,0.64887277,0.438752744,0.219026256,0,0,182.8458565,7.494856358,0,0,0,0,0,0,0,0,0,0,0,0.285106361,0.445822872,257.0892371,257.0892371,638.351285,139.6954911,661.4237727,359.6251721,121.1403906,88.28764203
9702,11685,13.23151686,55.69942701,cycleway,,0.426065093,0.614727937,0.16175857,0.089127134,6,0,294.0715182,0.480785131,1.945910149,0,6,1.945910149,0,0,0,0,0,0,0,0.177112637,0.181455802,75.31207149,75.31207149,728.6707182,552.8904995,810.6171767,729.7326267,80.54918013,417.2901516
9703,11686,13.23109523,55.69904665,cycleway,,0.610724851,0.722497456,0.375057858,0.255461567,69,1,289.8851653,14.81489944,4.248495242,0.693147181,70,4.262679877,0,0,0,0,0,0,0,0.418207787,0.485032056,120.4858265,120.4858265,733.7877231,537.6441705,808.1622821,770.0225446,88.84546647,368.8384985
9704,11687,13.2307204,55.69865045,cycleway,,0.699111633,0.755523816,0.365328582,0.288403399,71,2,307.8116174,14.81489944,4.276666119,1.098612289,73,4.304065093,0,0,0,0,0,0,0,0.394040093,0.497515845,169.170378,169.170378,745.5833596,523.3463592,805.3622239,768.3653184,117.2235572,319.1045661
9705,11688,13.230354,55.69825186,cycleway,,0.605404139,0.665220968,0.472899359,0.325180357,47,1,335.4450778,14.81489944,3.871201011,0.693147181,48,3.891820298,0,0,0,0,0,0,0,0.350295519,0.585024729,203.8233105,203.8233105,761.0442713,512.95512,805.0691965,718.7431088,156.4869477,269.4070951
9706,11689,13.22225193,55.69351746,service,,0.223701627,0.148411625,0.164820387,0.22072238,6,1,268.7563126,34.38512421,1.945910149,0.693147181,7,2.079441542,0,0,0,0,0,0,0,0.426466901,0.321098845,87.91112664,87.91112664,221.0443639,201.2128532,831.7828678,299.3267607,200.4244424,165.3718582
9707,11690,13.2226368,55.69344352,service,,0.277539851,0.283304453,0.190261204,0.253228221,4,0,381.5513542,34.38512421,1.609437912,0,4,1.609437912,0,0,0,0,0,0,0,0.396789901,0.229901197,107.4386615,107.4386615,239.4425032,226.741737,854.6083825,274.2537355,217.4800386,144.3203778
9708,11691,13.22231364,55.69303438,service,,0.24113253,0.273584165,0.101938856,0.186537055,4,7,213.4328424,29.35485268,1.609437912,2.079441542,11,2.48490665,0,0,0,0,0,0,0,0.287025012,0.179305715,83.82245269,83.82245269,205.766508,220.6456015,873.7929598,273.2001338,181.5666364,144.2184734
9709,11692,13.1959673,55.70179046,service,,0.403859591,0.506685644,0.46503083,0.51707634,312,1197,357.4847346,18.76081276,5.746203191,7.088408779,1509,7.31986493,5,0,0,1,0,3,0,0.504726689,0.702498294,112.8996458,112.8996458,23.54012848,61.63857368,191.365765,326.7613151,9.27814855,25.62799081
9710,11693,13.19628961,55.70161997,service,,0.465562686,0.452167192,0.480975755,0.643868968,378,2509,388.7706333,18.76081276,5.937536205,7.828038032,2887,7.9683195,2,0,0,3,1,0,0,0.593230963,0.653564278,103.3480715,103.3480715,6.10714387,40.89232649,196.6995666,307.6239,24.75588144,53.16457643
9711,11694,13.19549453,55.70163352,service,,0.495158732,0.461920721,0.574683268,0.632102694,377,1208,352.2049682,18.76081276,5.934894196,7.097548851,1585,7.368970402,4,0,0,1,2,3,0,0.618276857,0.738678019,93.8655291,93.8655291,40.09453088,36.23114375,196.1544517,311.9525961,28.62639533,40.76913141
9712,11695,13.23161372,55.69224212,residential,Guldåkersvägen,0.452130713,0.540127028,0.547155712,0.283552499,1,0,298.8240807,41.66205597,0.693147181,0,1,0.693147181,0,0,0,0,0,1,0,0.293391217,0.524386212,170.7127929,170.7127929,685.3361701,74.37309416,708.2537211,328.0741055,61.01940037,42.83148844
9713,11697,13.2316577,55.69230542,cycleway,,0.452130713,0.540127028,0.547155712,0.283552499,1,0,297.6213837,41.66205597,0.693147181,0,1,0.693147181,0,0,0,0,0,1,0,0.293391217,0.524386212,178.0568596,178.0568596,680.1213161,78.84275711,703.0592847,331.0279278,64.34154549,42.39265097
9714,11699,13.22695334,55.69139037,residential,Kanalgatan,0.154683776,0.302881351,0.052212732,0.024839718,1,0,272.4368483,1.07614994,0.693147181,0,1,0.693147181,0,0,0,0,0,1,0,0.141995458,0.029645707,164.5793102,164.5793102,509.9691429,170.5950053,1015.643308,96.05248371,246.1260283,47.26583199
9715,11703,13.19093108,55.70202465,cycleway,Kattesund,0.420287831,0.409420026,0.492157437,0.703945369,262,426,185.5617351,84.87602234,5.572154032,6.056784013,688,6.535241271,1,0,0,0,1,1,0,0.758223779,0.530063737,109.8322881,109.8322881,9.845115908,44.71358898,68.70069423,389.6509527,70.60344098,9.278141515
9716,11704,13.19030015,55.71230163,cycleway,,0.435156582,0.59180548,0.560948653,0.496223669,119,161,297.8686263,36.34147263,4.787491743,5.087596335,280,5.638354669,0,0,0,0,0,0,0,0.539256547,0.624098837,131.1038613,131.1038613,188.6711974,88.5794117,397.6960416,530.4407565,387.2967099,194.8453503
9717,11705,13.18988419,55.71268456,cycleway,,0.392985769,0.714201763,0.50778798,0.3809276,256,142,297.2807416,36.34147263,5.549076085,4.96284463,398,5.988961417,0,0,0,0,0,0,0,0.46859128,0.572167285,176.3105292,176.3105292,204.2817293,77.69716353,389.0296732,575.8476145,414.3405078,230.9315105
9718,11706,13.18946822,55.71306748,cycleway,,0.527773406,0.632975407,0.511020251,0.455708751,180,41,350.5771011,12.43955612,5.198497031,3.737669618,221,5.402677382,0,0,0,0,0,0,0,0.418026203,0.624885816,223.5673617,223.5673617,224.8878763,96.05868444,386.6854184,621.9584418,445.3732808,271.46547
9719,11707,13.18911599,55.71346681,cycleway,,0.648030609,0.6110304,0.532106586,0.46883874,172,42,406.5877209,22.80831146,5.153291594,3.761200116,214,5.370638028,0,0,0,0,0,0,0,0.465751134,0.644015424,270.2754504,270.2754504,256.8247896,134.1586544,395.0245966,669.6505133,476.1808577,306.4632741
9720,11708,13.18868261,55.71375077,cycleway,,0.736166451,0.708800271,0.668376762,0.578891102,133,46,386.1797712,7.735577583,4.8978398,3.850147602,179,5.192956851,0,0,0,0,0,0,0,0.533607118,0.701607347,311.9217475,311.9217475,280.1064617,165.5471936,396.469998,695.5858028,510.9203171,294.1971091
9721,11709,13.18837062,55.714164,cycleway,,0.647981785,0.696992472,0.58124705,0.362471895,82,37,325.8138151,7.735577583,4.418840608,3.63758616,119,4.787491743,0,0,0,0,0,0,0,0.373340569,0.563573293,339.2292461,339.2292461,322.4307363,213.5472413,418.2903181,661.3355141,544.426086,271.9137322
9722,11710,13.18805863,55.71457722,cycleway,,0.662135765,0.710548323,0.576125428,0.397817049,73,11,396.6009571,0.263973713,4.304065093,2.48490665,84,4.442651256,0,0,0,0,0,0,0,0.373274125,0.704260707,291.8714271,291.8714271,366.6918802,262.2947116,425.0974554,629.1982868,535.1564537,257.5312379
9723,11711,13.18775584,55.71498868,cycleway,,0.560085189,0.787954934,0.521878691,0.224466536,90,5,395.3889323,0.263973713,4.510859507,1.791759469,95,4.564348191,0,0,0,0,0,0,0,0.35634681,0.484687056,245.7477346,245.7477346,412.0688782,311.1155313,391.5353472,599.3689978,492.6829169,251.9501309
9724,11712,13.18744886,55.7154031,cycleway,,0.524383254,0.846427858,0.552841572,0.288380336,135,1,297.5875689,4.104870319,4.912654886,0.693147181,136,4.919980926,0,0,0,0,0,0,0,0.365161382,0.442995088,200.9849829,200.9849829,416.0418754,360.5327114,361.5489322,572.1803542,451.4036226,256.2234538
9725,11713,13.18714187,55.71581752,cycleway,,0.522826806,0.868333101,0.592620708,0.249800932,122,4,367.9350643,4.104870319,4.812184355,1.609437912,126,4.844187086,0,0,0,0,0,0,0,0.386653705,0.453990685,159.3670101,159.3670101,403.0271209,410.0913381,336.355811,548.212928,412.0604454,262.1002523
9726,11714,13.18683487,55.71623195,cycleway,,0.471211482,0.675348457,0.482787106,0.263302067,64,9,478.4989057,4.104870319,4.17438727,2.302585093,73,4.304065093,0,0,0,0,0,0,0,0.32585779,0.419643907,124.0984931,124.0984931,395.9425886,459.7468193,317.0999268,527.9049684,375.2619354,245.864399
9727,11715,13.18650064,55.71663793,cycleway,,0.40402912,0.555508412,0.321579505,0.188757185,49,14,558.4451708,6.000893116,3.912023005,2.708050201,63,4.158883083,0,0,0,0,0,0,0,0.271492215,0.317447368,103.9294663,103.9294663,397.0374083,509.072456,306.8578461,513.6148622,343.4749983,241.1165415
9728,11716,13.18625457,55.71739925,cycleway,,0.438771231,0.633051265,0.366549972,0.18149113,32,41,552.8328058,31.40795326,3.496507561,3.737669618,73,4.304065093,0,0,0,0,0,0,0,0.23910887,0.31875331,101.3295869,101.3295869,391.7925542,594.6911354,286.0779534,478.3880555,281.6908619,235.3351983
9729,11717,13.18592918,55.71780892,cycleway,,0.458017588,0.593051277,0.486400561,0.24262039,29,12,394.1473449,23.01597977,3.401197382,2.564949357,41,3.737669618,0,0,0,0,0,0,0,0.258181289,0.408793729,137.3538547,137.3538547,408.8812165,644.2197168,288.9600697,476.0284225,263.4650346,193.549471
9730,11718,13.18570513,55.71823982,cycleway,,0.353397334,0.512458164,0.229911005,0.114417862,40,19,416.8660343,1.082193136,3.713572067,2.995732274,59,4.094344562,0,0,0,0,0,0,0,0.143837387,0.159892934,132.3946878,132.3946878,425.0032778,694.2049606,287.2607337,472.1150648,247.214631,144.7226284
9731,11719,13.18555884,55.71868097,cycleway,,0.44308915,0.562421422,0.235467159,0.174307032,40,20,495.718874,1.082193136,3.713572067,3.044522438,60,4.110873864,0,0,0,0,0,0,0,0.265482728,0.250475583,82.43994856,82.43994856,441.6212632,743.8926384,289.2253269,468.4600063,235.4477275,99.29789099
9732,11720,13.18547943,55.71912749,cycleway,,0.413294233,0.604046527,0.215874775,0.19224378,30,10,432.1166591,0.891229391,3.433987204,2.397895273,40,3.713572067,0,0,0,0,0,0,1,0.175651442,0.240753516,32.81968198,32.81968198,459.2375598,793.0423133,295.5126916,449.6356249,229.7399443,64.96048946
9733,11721,13.18548106,55.71957661,cycleway,,0.285138257,0.434679359,0.136913243,0.073911161,32,36,315.3770466,0.891229391,3.496507561,3.610917913,68,4.234106505,0,0,0,0,0,0,2,0.114808393,0.105668965,20.67389824,20.67389824,476.8580631,841.2540825,305.002363,405.9319179,229.7373013,64.55201331
9734,11722,13.18548654,55.7200257,cycleway,,0.402510472,0.590377484,0.31941909,0.153445167,28,58,356.49699,0.776136875,3.36729583,4.077537444,86,4.465908119,0,0,0,0,0,1,1,0.169287669,0.283267681,15.00471997,15.00471997,498.6718732,860.6470588,321.8395925,363.9911432,240.1365146,35.86802124
9735,11723,13.18561308,55.72043749,cycleway,,0.356004067,0.496081095,0.251821822,0.239949033,38,66,238.2413025,0.776136875,3.663561646,4.204692619,104,4.65396035,0,0,0,0,0,0,0,0.302513525,0.316418603,59.88414374,59.88414374,515.7271052,865.3980071,336.5056845,332.4098829,251.2379867,50.24655989
9736,11724,13.18688331,55.71638859,cycleway,,0.398307683,0.725478109,0.378800144,0.212933587,75,12,528.6082298,6.000893116,4.33073334,2.564949357,87,4.477336814,0,0,0,0,0,0,0,0.327513106,0.403168535,107.6661981,107.6661981,385.5062235,475.6876523,303.5220294,513.6723356,358.0056318,233.4310094
9737,11725,13.18719071,55.71597426,cycleway,,0.472601619,0.788496088,0.523166781,0.234516321,122,5,481.1428429,4.104870319,4.812184355,1.791759469,127,4.852030264,0,0,0,0,0,0,0,0.373362299,0.503924966,141.7503999,141.7503999,390.8490439,426.1446576,321.2493511,533.09952,394.5055612,247.4537784
9738,11726,13.1874981,55.71555993,cycleway,,0.513485711,0.860101148,0.573354375,0.247915227,135,1,309.0120213,4.104870319,4.912654886,0.693147181,136,4.919980926,0,0,0,0,0,0,0,0.372356065,0.491894633,183.2878147,183.2878147,402.3817838,376.7225748,345.3647665,556.355227,433.7065363,250.0528871
9739,11727,13.18780549,55.71514561,cycleway,,0.622631762,0.846727319,0.586650275,0.322765435,102,5,376.3259701,0.263973713,4.634728988,1.791759469,107,4.682131227,0,0,0,0,0,0,0,0.4166262,0.57771863,228.2435686,228.2435686,419.592918,327.4772689,374.6351874,582.9799796,474.9387683,242.5904684
9740,11728,13.1881246,55.71474038,cycleway,,0.718071911,0.706611693,0.58671581,0.471956365,81,7,424.027654,0.263973713,4.406719247,2.079441542,88,4.48863637,0,0,0,0,0,0,0,0.45497003,0.66834214,273.9863369,273.9863369,385.0455108,279.3688562,406.7351606,611.2931195,516.6245644,244.1450621
9741,11729,13.18841921,55.71432414,cycleway,,0.77163136,0.758277856,0.630239971,0.578339245,70,12,318.1229104,7.735577583,4.262679877,2.564949357,82,4.418840608,0,0,0,0,0,0,0,0.463001341,0.723391801,321.8387816,321.8387816,340.4906733,230.7649044,434.3130577,643.9281573,548.2428786,257.377353
9742,11730,13.18872655,55.7139098,cycleway,,0.658086225,0.719828226,0.641976289,0.577592209,115,47,353.2483405,7.735577583,4.753590191,3.871201011,162,5.093750201,0,0,0,0,0,0,0,0.504752561,0.65583862,323.0659862,323.0659862,298.0012844,183.0208446,411.2072936,678.1628457,513.7439018,278.3733323
9743,11731,13.18969788,55.71365972,service,,0.652065292,0.61248903,0.530759793,0.471252132,131,10,188.0392133,0.864063025,4.882801923,2.397895273,141,4.955827058,0,0,0,0,0,0,0,0.467611637,0.649045803,263.2407934,263.2407934,290.393501,162.9619507,436.9261172,683.8070168,447.0269539,271.0798365
9744,11732,13.18971199,55.71267045,cycleway,,0.392013503,0.712395094,0.506855313,0.382472094,287,137,297.6677232,36.34147263,5.66296048,4.927253685,424,6.052089169,0,0,0,0,0,0,0,0.470194932,0.569723364,184.1818338,184.1818338,196.2067776,68.27293092,378.5801593,575.8696271,425.0246628,228.1481904
9745,11733,13.19012868,55.71228778,cycleway,,0.437007787,0.590274904,0.558197359,0.495624069,175,164,297.344453,36.34147263,5.170483995,5.105945474,339,5.828945618,0,0,0,0,0,0,0,0.540613834,0.620574795,139.9500848,139.9500848,185.0441789,77.75654353,386.9752138,530.0807341,398.1175868,190.4470485
9746,11734,13.19054537,55.7119051,cycleway,,0.575759552,0.7609138,0.579456173,0.582760312,93,139,387.8212165,36.34147263,4.543294782,4.941642423,232,5.451038454,0,0,0,0,0,0,0,0.541896921,0.74649879,101.2369245,101.2369245,142.6193973,56.58365391,390.3418962,485.1230709,375.9639896,159.6506577
9747,11735,13.19692259,55.71735515,cycleway,,0.617090009,0.680979412,0.522418428,0.55150802,146,70,144.7278762,28.89118385,4.990432587,4.262679877,216,5.379897354,0,0,0,0,0,0,0,0.522931332,0.645705448,128.2539277,128.2539277,287.4775876,120.3005406,104.5021838,352.4853746,153.3987435,155.8099778
9748,11737,13.19705226,55.71825033,cycleway,,0.567693792,0.678486221,0.40273853,0.278110862,77,6,149.0311924,62.76864243,4.356708827,1.945910149,83,4.430816799,0,0,0,0,0,0,0,0.341050157,0.477842303,196.3189934,196.3189934,293.2462005,108.5880913,135.7966847,299.9581712,107.0598352,222.1639454
9749,11738,13.19716778,55.71878491,cycleway,,0.727266185,0.901547685,0.665441994,0.325369697,46,17,335.0638782,50.2827301,3.850147602,2.890371758,63,4.158883083,0,0,0,0,0,0,0,0.412513297,0.587649766,248.7932837,248.7932837,274.2406886,123.9864762,165.8821369,283.4290766,115.3435957,260.9190815
9750,11739,13.18297593,55.72241089,cycleway,,0.448039157,0.403741378,0.285987498,0.198923021,24,1,356.8247107,4.217108727,3.218875825,0.693147181,25,3.258096538,0,0,0,0,0,0,0,0.197171479,0.378689957,136.9223362,136.9223362,780.8172448,1100.518916,601.5473288,59.79880662,51.41224829,279.5455767
9751,11740,13.20191265,55.72561214,service,,0.498791456,0.76094871,0.67931851,0.206937967,31,19,258.7638345,33.20933914,3.465735903,2.995732274,50,3.931825633,0,0,0,0,0,0,0,0.172612691,0.458722451,106.1458744,106.1458744,265.2683237,247.7425389,234.6457724,110.5826705,229.5507204,241.7026877
9752,11741,13.20190661,55.72606129,service,,0.482063767,0.786894709,0.629084408,0.214279201,19,22,260.6201315,33.20933914,2.995732274,3.135494216,41,3.737669618,0,0,0,0,0,0,0,0.166975441,0.43224892,155.5597452,155.5597452,309.853006,292.1686714,278.3825818,134.6858273,274.5405206,291.6971432
9753,11742,13.20190873,55.72651049,service,,0.499900615,0.755731001,0.63476612,0.223970028,37,27,255.3153443,43.1671524,3.63758616,3.33220451,64,4.17438727,0,0,0,0,0,0,0,0.157663611,0.478897231,196.5921924,196.5921924,355.693892,337.9686341,323.7417748,170.7624138,316.9264933,341.6974442
9754,11743,13.20191399,55.72695967,service,,0.511551388,0.785706878,0.693513848,0.245174753,51,40,264.7192824,43.1671524,3.951243719,3.713572067,91,4.521788577,0,0,0,0,0,0,0,0.155179535,0.452226954,147.5971158,147.5971158,402.4599373,384.7496319,370.2293741,212.6499329,359.194671,391.6957867
9755,11744,13.20192316,55.72740884,service,,0.543661233,0.738671467,0.508304188,0.218546594,35,29,292.7156823,12.36125374,3.583518938,3.401197382,64,4.17438727,0,0,0,0,0,0,0,0.204906099,0.473268323,99.6884626,99.6884626,449.8494538,432.1801028,417.454934,257.5487162,403.1266317,397.2161297
9756,11745,13.20192019,55.72785797,service,,0.374776401,0.638013728,0.325751431,0.173978086,31,29,451.7602699,12.36125374,3.465735903,3.401197382,60,4.110873864,0,0,0,0,0,0,0,0.201092292,0.366213989,55.13293066,55.13293066,497.9455827,480.3249386,465.4600422,303.7743145,448.6290082,386.4246136
9757,11746,13.20126249,55.72802452,service,,0.538743649,0.657292731,0.332193432,0.166072734,31,28,380.2123101,61.49212646,3.465735903,3.36729583,59,4.094344562,0,0,0,0,0,0,2,0.257549102,0.378051408,26.54160275,26.54160275,527.8542756,510.1437822,495.616673,310.1358352,482.9812158,425.0189053
9758,11747,13.21893726,55.69319109,service,,0.208522372,0.211582964,0.194850908,0.38087493,14,2,360.595208,62.22348404,2.708050201,1.098612289,16,2.833213344,0,0,0,0,0,0,0,0.374431746,0.323550206,88.06211667,88.06211667,66.61948432,92.53974449,734.0466403,481.9170366,79.82518413,98.53812893
9759,11748,13.21833064,55.69312444,service,,0.212064937,0.215579387,0.195587053,0.379355164,14,0,266.8463858,62.22348404,2.708050201,0,14,2.708050201,0,0,0,0,0,0,0,0.373770932,0.324387202,124.4200433,124.4200433,76.85427181,108.5855229,722.1430278,517.5699679,98.88409042,126.6579019
9760,11749,13.21764041,55.69333207,service,,0.335877458,0.319964744,0.27631156,0.300490877,7,0,137.3710756,62.22348404,2.079441542,0,7,2.079441542,0,0,0,0,0,0,0,0.311845672,0.399074389,171.0403958,171.0403958,124.0043455,122.5219866,682.2310149,564.8840265,147.4249964,175.8046916
9761,11750,13.21690457,55.69348976,service,,0.117401391,0.103860216,0.127003161,0.21333848,11,5,177.8846486,25.18729973,2.48490665,1.791759469,16,2.833213344,0,0,0,0,0,0,0,0.225215472,0.249365561,220.1054928,220.1054928,171.3129952,154.0182283,647.6637629,613.9410178,195.683163,191.098681
9762,11751,13.21842459,55.69365795,service,,0.116224785,0.149535745,0.164289122,0.250740909,8,3,86.52070739,25.35804558,2.197224577,1.386294361,11,2.48490665,0,0,0,0,0,0,0,0.205523892,0.2354716,138.4888757,138.4888757,125.5813686,61.37347058,672.9199183,527.0177087,140.9276601,157.7811364
9763,11752,13.2173783,55.69378499,service,,0.141137704,0.118007353,0.166063333,0.158785235,7,12,197.4990049,25.35804558,2.079441542,2.564949357,19,2.995732274,0,0,0,0,0,0,0,0.164814773,0.219465915,203.1302468,203.1302468,171.6540641,115.6439664,629.6137337,593.9869714,192.7089759,216.4699411
9764,11753,13.19356245,55.7218723,path,,0.373889117,0.539266037,0.164525228,0.118591509,162,0,301.9685627,0,5.093750201,0,162,5.093750201,0,0,0,0,0,1,0,0.223502329,0.197748985,544.4198331,500,382.808306,529.3337843,400.2393294,257.3034344,372.5520256,48.56354288
